TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,SEX,EDUCATION,JOB,TRAVTIME,CAR_USE,BLUEBOOK,TIF,NPOLICY,CAR_TYPE,RED_CAR,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CAR_AGE,URBANICITY
0,,0,36,2,9,57148,Yes,0,No,F,c_Bachelors,Clerical,57,Private,28170,6,1,Sports Car,no,0,0,No,2,10,Highly Urban/ Urban
1,3310,0,24,2,12,11215,Yes,0,No,M,d_High School,Student,32,Commercial,5020,4,1,Pickup,yes,1122,4,No,8,8,Highly Urban/ Urban
1,3386,1,38,1,7,64160,Yes,0,No,M,d_High School,Blue Collar,43,Private,21530,6,2,Van,no,1913,1,No,4,,Highly Urban/ Urban
1,2877,0,31,1,10,16715,Yes,85406,No,M,d_High School,Clerical,32,Commercial,6190,6,2,Pickup,no,5900,1,No,7,1,Highly Rural/ Rural
1,4090,0,39,0,8,52589,No,0,No,F,a_PhD,,55,Commercial,25580,16,1,Pickup,no,4823,4,No,6,18,Highly Urban/ Urban
0,,2,40,2,13,45777,No,199049,Yes,M,c_Bachelors,Clerical,78,Commercial,16990,7,1,Van,yes,0,0,No,4,11,Highly Rural/ Rural
1,3806,0,48,0,9,44808,No,199470,Yes,M,d_High School,Blue Collar,25,Commercial,10780,6,1,Pickup,yes,5001,2,No,4,1,Highly Urban/ Urban
0,,0,49,0,12,37506,No,,No,M,d_High School,Student,20,Commercial,24860,10,1,Panel Truck,yes,0,0,No,1,1,Highly Rural/ Rural
0,,0,50,0,12,51135,No,149405,Yes,M,b_Masters,Lawyer,32,Private,1500,17,2,Minivan,yes,0,0,No,6,13,Highly Urban/ Urban
0,,0,49,0,14,37781,No,167789,Yes,M,d_High School,Professional,41,Private,11370,7,3,Pickup,yes,0,0,No,0,6,Highly Urban/ Urban
0,,0,45,0,13,117609,No,362233,Yes,M,b_Masters,Lawyer,5,Private,17760,4,2,Van,yes,0,0,No,0,23,Highly Urban/ Urban
0,,0,49,0,11,97623,No,277348,Yes,M,c_Bachelors,Professional,44,Private,16160,1,2,Minivan,no,0,0,No,0,8,Highly Rural/ Rural
1,4220,0,33,2,0,0,No,0,Yes,M,c_Bachelors,Student,45,Commercial,21380,11,1,Van,yes,3676,1,No,7,7,Highly Urban/ Urban
0,,0,35,1,0,0,No,99767,Yes,F,d_High School,Home Maker,44,Private,16870,4,1,SUV,no,11353,1,No,2,1,Highly Urban/ Urban
0,,0,44,1,15,87445,No,,Yes,M,d_High School,Blue Collar,44,Commercial,17200,3,1,Van,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,36,0,9,102382,No,0,No,F,a_PhD,Doctor,10,Private,19230,7,2,SUV,no,0,0,No,0,12,Highly Urban/ Urban
0,,2,42,3,0,0,No,83970,Yes,F,c_Bachelors,Home Maker,5,Private,9240,4,1,Minivan,no,0,0,Yes,0,13,Highly Urban/ Urban
1,4691,0,48,0,12,73342,No,0,No,M,d_High School,Manager,34,Commercial,31440,1,1,Panel Truck,yes,0,0,No,0,1,Highly Urban/ Urban
1,196,3,38,3,17,3151,No,107534,Yes,M,d_High School,Student,39,Commercial,14990,4,2,Minivan,no,3826,2,No,3,1,Highly Urban/ Urban
1,3492,0,55,0,11,3865,No,0,No,F,e_No_High School,Home Maker,27,Private,16600,1,1,SUV,no,6089,2,Yes,0,1,Highly Urban/ Urban
0,,0,41,0,10,136585,No,0,No,M,b_Masters,Lawyer,24,Private,16560,6,4,Minivan,yes,29754,3,Yes,1,10,Highly Urban/ Urban
0,,0,43,0,0,,No,0,No,M,e_No_High School,Student,62,Commercial,11680,6,2,Pickup,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,43,0,7,89955,No,309466,Yes,F,a_PhD,Lawyer,43,Private,26740,1,1,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,1,44,1,12,19237,No,129516,Yes,F,e_No_High School,Clerical,28,Private,22500,11,5,Minivan,no,0,0,No,0,5,Highly Urban/ Urban
0,,0,51,0,7,100505,No,0,No,M,a_PhD,Doctor,31,Private,11550,11,3,Minivan,yes,0,0,No,0,,Highly Urban/ Urban
0,,0,47,0,10,42474,No,151397,Yes,F,b_Masters,Professional,31,Private,13790,17,1,SUV,no,0,0,No,3,19,Highly Urban/ Urban
0,,0,53,1,10,37172,Yes,195043,No,F,d_High School,Blue Collar,5,Commercial,20960,1,2,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,42,1,12,82281,Yes,0,No,F,c_Bachelors,Blue Collar,36,Commercial,18530,9,2,SUV,no,14552,1,No,6,10,Highly Rural/ Rural
0,,0,50,0,0,0,No,,Yes,F,b_Masters,Home Maker,18,Private,16230,1,2,SUV,no,32135,3,No,4,16,Highly Urban/ Urban
0,,0,53,0,5,38467,No,0,No,M,d_High School,Manager,30,Commercial,11560,4,2,Pickup,yes,1231,3,No,1,1,Highly Urban/ Urban
0,,0,53,0,0,0,No,105085,Yes,M,b_Masters,Home Maker,31,Private,6800,11,2,Pickup,yes,0,0,No,0,14,Highly Urban/ Urban
1,5200,0,32,2,0,0,No,0,Yes,M,d_High School,Student,29,Commercial,11990,1,1,Minivan,no,6867,3,No,3,10,Highly Urban/ Urban
0,,0,39,0,,36313,No,161899,Yes,F,d_High School,Blue Collar,32,Private,9030,1,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,45,0,,37417,No,140449,Yes,F,d_High School,Professional,51,Private,7440,6,1,Sports Car,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,46,0,6,57625,No,,Yes,M,d_High School,Manager,16,Private,14940,6,1,Minivan,yes,0,0,No,0,8,Highly Urban/ Urban
1,2411,1,45,1,15,197836,No,504107,Yes,M,a_PhD,,15,Commercial,25780,3,3,Panel Truck,yes,45436,2,Yes,1,,Highly Urban/ Urban
0,,0,32,2,12,27388,Yes,0,No,F,d_High School,Student,30,Commercial,7440,1,1,SUV,no,0,0,No,0,4,Highly Urban/ Urban
0,,0,32,2,14,37320,No,157137,Yes,M,d_High School,Blue Collar,40,Commercial,7600,6,1,Minivan,yes,0,0,No,0,1,Highly Urban/ Urban
0,,0,49,1,12,98175,No,321272,Yes,F,b_Masters,Lawyer,27,Private,18800,1,2,SUV,no,0,0,No,6,15,Highly Urban/ Urban
0,,0,36,0,9,78760,No,0,No,F,a_PhD,Doctor,51,Private,12980,6,1,SUV,no,32996,1,No,1,,Highly Urban/ Urban
0,,0,45,1,10,89187,No,241074,Yes,F,b_Masters,Professional,29,Private,17720,4,1,SUV,no,0,0,No,1,17,Highly Urban/ Urban
0,,0,49,0,13,17804,No,130333,Yes,M,e_No_High School,Clerical,20,Commercial,33990,4,1,Panel Truck,no,0,0,No,0,6,Highly Rural/ Rural
0,,0,37,3,15,98655,No,272278,Yes,F,b_Masters,Lawyer,15,Private,11370,1,1,SUV,no,0,0,No,5,13,Highly Urban/ Urban
1,3604,0,63,0,0,0,No,111129,Yes,F,a_PhD,Home Maker,33,Private,7800,6,4,Sports Car,no,6181,2,No,1,15,Highly Urban/ Urban
1,3953,0,26,3,0,0,Yes,0,No,M,d_High School,Student,41,Commercial,4100,1,1,Minivan,no,0,0,No,3,1,Highly Urban/ Urban
0,,0,51,0,12,30969,No,181779,Yes,M,d_High School,Clerical,40,Commercial,9700,13,2,Pickup,yes,0,0,No,3,8,Highly Urban/ Urban
0,,2,45,3,10,64015,Yes,0,No,M,d_High School,Blue Collar,36,Commercial,12400,6,1,Minivan,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,66,0,14,23569,No,178084,Yes,M,e_No_High School,Clerical,41,Private,13010,10,2,SUV,yes,0,0,No,0,1,Highly Rural/ Rural
0,,0,43,1,12,55086,Yes,0,No,F,d_High School,Professional,32,Private,20670,3,1,Minivan,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,54,0,2,96154,No,0,No,F,a_PhD,,21,Commercial,25080,7,2,Pickup,no,0,0,No,0,16,Highly Urban/ Urban
0,,0,56,0,13,169761,No,443175,Yes,M,a_PhD,,26,Commercial,26330,13,3,Panel Truck,no,2683,5,No,0,10,Highly Urban/ Urban
0,,0,50,0,7,74659,No,238299,Yes,M,b_Masters,,29,Commercial,23680,6,1,Panel Truck,no,36136,2,No,4,15,Highly Urban/ Urban
0,,1,37,3,9,27431,Yes,153652,No,F,e_No_High School,Blue Collar,58,Private,15400,6,1,SUV,no,0,0,No,0,7,Highly Rural/ Rural
0,,0,53,0,,88712,No,239681,No,F,c_Bachelors,Professional,49,Private,16310,13,1,SUV,no,1835,2,No,2,11,Highly Urban/ Urban
0,,0,45,3,15,39055,No,133294,Yes,F,d_High School,Manager,17,Private,9910,10,1,Sports Car,no,5762,5,No,6,1,Highly Urban/ Urban
0,,0,47,0,13,,No,237869,Yes,M,b_Masters,Lawyer,48,Private,17760,10,1,Van,yes,20767,3,No,0,19,Highly Urban/ Urban
0,,0,50,0,13,61082,No,177094,Yes,F,c_Bachelors,Manager,48,Private,12610,1,3,Sports Car,no,0,0,No,2,7,Highly Urban/ Urban
0,,0,37,1,7,111183,Yes,314817,No,F,c_Bachelors,Professional,67,Private,12420,10,2,Sports Car,no,0,0,No,0,8,Highly Urban/ Urban
1,6167,0,26,4,0,0,No,,Yes,M,e_No_High School,Student,16,Private,4100,1,1,Minivan,yes,6819,2,No,4,8,Highly Urban/ Urban
0,,0,46,0,11,16369,No,129084,No,F,d_High School,Home Maker,22,Private,7740,6,1,Sports Car,no,0,0,No,0,9,Highly Rural/ Rural
0,,0,30,1,12,51110,Yes,176252,No,F,e_No_High School,Blue Collar,30,Private,12350,4,1,Sports Car,no,7884,3,No,2,7,Highly Urban/ Urban
1,12338,0,32,4,14,81772,Yes,0,No,F,c_Bachelors,Blue Collar,38,Commercial,19460,6,1,SUV,no,0,0,Yes,6,13,Highly Urban/ Urban
1,262,0,39,4,12,,No,0,Yes,F,d_High School,Student,18,Private,5400,1,1,SUV,no,2781,3,No,0,,Highly Urban/ Urban
0,,0,30,0,8,57411,No,150044,No,F,b_Masters,Manager,31,Private,11280,9,1,SUV,no,3776,1,No,2,14,Highly Urban/ Urban
0,,1,43,2,14,71141,Yes,217600,No,M,c_Bachelors,Manager,36,Private,14010,13,2,Minivan,yes,716,3,No,3,1,Highly Urban/ Urban
0,,0,43,2,0,0,No,0,Yes,M,d_High School,Student,42,Private,8260,3,2,Pickup,no,0,0,No,0,6,Highly Urban/ Urban
0,,0,34,3,14,86877,Yes,0,No,F,c_Bachelors,Blue Collar,14,Commercial,13590,7,1,Minivan,no,0,0,No,2,14,Highly Urban/ Urban
0,,0,36,2,0,0,No,0,Yes,F,e_No_High School,Student,37,Private,9880,5,1,SUV,no,0,0,No,3,1,Highly Rural/ Rural
0,,0,44,2,9,66069,Yes,,No,M,c_Bachelors,Manager,19,Commercial,22700,9,2,Panel Truck,yes,5117,2,No,3,12,Highly Urban/ Urban
1,6503,0,35,0,10,18047,No,97247,Yes,M,e_No_High School,Blue Collar,5,Commercial,6950,11,2,Pickup,no,0,0,No,1,4,Highly Urban/ Urban
0,,0,40,0,7,30743,No,0,No,M,e_No_High School,Blue Collar,44,Private,1500,3,2,Minivan,yes,0,0,No,0,5,Highly Urban/ Urban
0,,0,48,0,11,57601,No,187285,Yes,F,d_High School,Blue Collar,53,Commercial,15790,6,1,Minivan,no,27682,2,Yes,5,7,Highly Urban/ Urban
0,,0,53,0,12,47927,No,193615,Yes,M,d_High School,Blue Collar,35,Commercial,6800,1,2,Pickup,yes,0,0,No,0,,Highly Rural/ Rural
1,6057,0,60,0,13,8250,No,113386,Yes,M,d_High School,Student,14,Commercial,8330,1,2,Minivan,no,3730,1,No,2,1,Highly Urban/ Urban
0,,0,37,2,0,0,Yes,72314,No,F,a_PhD,Home Maker,5,Commercial,22810,4,1,Pickup,no,0,0,Yes,3,,Highly Rural/ Rural
0,,2,45,3,0,0,No,71936,Yes,F,d_High School,Home Maker,36,Private,13110,1,2,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,35,1,14,22500,No,108085,Yes,F,d_High School,Clerical,48,Private,12360,6,2,SUV,no,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,56,0,6,103503,No,279903,No,M,b_Masters,Professional,14,Private,45480,4,4,Minivan,no,0,0,No,1,15,Highly Rural/ Rural
0,,1,34,1,12,33197,No,123199,Yes,F,d_High School,Clerical,29,Private,5100,4,4,SUV,no,0,0,No,0,6,Highly Urban/ Urban
0,,0,47,0,10,25907,No,0,No,F,d_High School,Clerical,22,Private,7170,9,5,SUV,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,46,0,10,,No,288592,Yes,M,b_Masters,Lawyer,7,Private,15920,1,3,Minivan,no,0,0,No,1,15,Highly Urban/ Urban
1,17618,0,39,0,,97934,No,297260,No,M,b_Masters,,30,Commercial,16650,10,2,Van,no,0,0,Yes,3,12,Highly Urban/ Urban
0,,0,36,0,12,48509,No,,Yes,M,a_PhD,,49,Commercial,18480,10,3,Van,yes,4426,1,No,6,18,Highly Urban/ Urban
1,594,0,35,2,17,50879,No,217901,Yes,F,c_Bachelors,Blue Collar,60,Commercial,17890,3,1,Minivan,no,0,0,No,0,13,Highly Urban/ Urban
0,,0,50,0,15,51006,No,182512,No,M,d_High School,Blue Collar,52,Commercial,11600,1,1,Minivan,no,0,0,No,0,1,Highly Rural/ Rural
0,,0,50,0,13,45499,No,196923,No,M,c_Bachelors,Professional,28,Private,6050,10,1,Minivan,yes,0,0,No,0,12,Highly Urban/ Urban
0,,0,44,2,15,91329,No,291800,Yes,F,b_Masters,Lawyer,49,Private,18740,1,2,Minivan,no,0,0,No,0,19,Highly Urban/ Urban
0,,0,53,0,10,222372,No,0,No,F,b_Masters,Lawyer,60,Private,37140,1,4,Sports Car,no,0,0,No,0,7,Highly Urban/ Urban
0,,0,28,1,11,30877,No,114482,Yes,F,e_No_High School,Clerical,26,Private,17360,6,2,Minivan,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,45,3,14,14554,No,0,Yes,F,d_High School,Student,31,Private,16580,4,2,SUV,no,0,0,No,0,8,Highly Rural/ Rural
0,,0,53,1,10,74826,No,237354,Yes,M,d_High School,Blue Collar,51,Commercial,25900,10,1,Minivan,no,0,0,No,0,,Highly Rural/ Rural
1,1978,0,48,0,14,58132,No,0,No,F,d_High School,Manager,32,Private,6860,6,1,SUV,no,7926,3,No,3,1,Highly Urban/ Urban
0,,2,38,3,13,24578,No,141220,Yes,F,b_Masters,Manager,40,Private,12300,4,1,Pickup,no,0,0,No,1,23,Highly Urban/ Urban
0,,0,57,0,14,57298,No,207148,Yes,F,d_High School,Clerical,66,Private,7200,4,1,SUV,no,0,0,Yes,0,1,Highly Rural/ Rural
0,,0,40,0,14,381,No,53204,Yes,F,b_Masters,Home Maker,39,Private,1540,6,2,SUV,no,0,0,No,0,24,Highly Urban/ Urban
0,,0,49,0,10,122192,No,337259,No,M,b_Masters,,32,Commercial,24120,1,2,Panel Truck,no,0,0,No,0,,Highly Urban/ Urban
0,,0,42,0,11,45301,No,188757,Yes,F,b_Masters,Home Maker,42,Private,22010,1,2,Minivan,no,0,0,No,3,15,Highly Rural/ Rural
0,,1,36,3,14,83757,No,271204,Yes,F,e_No_High School,Blue Collar,49,Commercial,16140,4,1,SUV,no,0,0,No,0,8,Highly Rural/ Rural
0,,0,53,0,14,107394,No,318906,Yes,F,d_High School,Blue Collar,20,Commercial,26400,6,2,SUV,no,0,0,No,2,1,Highly Urban/ Urban
0,,0,50,0,13,21262,No,152605,No,F,d_High School,Home Maker,22,Private,1930,1,1,Sports Car,no,0,0,No,3,8,Highly Rural/ Rural
0,,0,36,0,10,160878,No,357482,Yes,F,a_PhD,Manager,35,Private,21260,4,1,SUV,no,0,0,No,1,12,Highly Urban/ Urban
0,,2,45,3,16,117640,No,296369,Yes,M,b_Masters,Lawyer,48,Private,13260,13,1,Minivan,yes,0,0,No,3,17,Highly Urban/ Urban
0,,0,61,0,0,0,No,0,No,M,d_High School,Student,29,Private,20480,6,2,SUV,no,0,0,No,0,9,Highly Rural/ Rural
0,,0,39,0,0,0,No,0,No,F,c_Bachelors,Student,38,Commercial,5400,1,1,SUV,no,0,0,No,0,6,Highly Rural/ Rural
1,2301,1,43,1,10,81294,No,230783,Yes,F,b_Masters,Lawyer,14,Private,13930,10,2,Pickup,no,9537,2,No,1,16,Highly Urban/ Urban
0,,0,48,0,14,37854,No,158470,Yes,F,b_Masters,Lawyer,56,Private,17040,9,2,SUV,no,1245,3,No,6,16,Highly Urban/ Urban
1,3917,0,19,1,8,37536,Yes,0,No,F,c_Bachelors,Professional,53,Private,22810,10,1,Pickup,no,4686,1,No,10,1,Highly Urban/ Urban
1,39729,2,41,2,12,64957,No,209019,Yes,M,b_Masters,,47,Commercial,12100,5,2,Pickup,no,6936,2,No,8,7,Highly Urban/ Urban
1,6123,0,41,0,,16108,No,0,No,F,c_Bachelors,Student,34,Commercial,25010,6,1,SUV,no,39315,1,Yes,0,9,Highly Urban/ Urban
1,5568,0,52,0,10,,No,0,No,M,c_Bachelors,Blue Collar,45,Commercial,20750,10,3,Van,yes,0,0,Yes,1,5,Highly Urban/ Urban
0,,0,29,0,12,58319,No,198219,Yes,M,a_PhD,,28,Private,7330,7,2,Pickup,no,8743,3,No,4,8,Highly Urban/ Urban
0,,0,52,0,12,99034,No,0,No,F,b_Masters,Manager,23,Private,26660,19,1,Minivan,no,0,0,No,0,12,Highly Urban/ Urban
1,1257,2,44,4,14,25536,No,178708,Yes,F,e_No_High School,Blue Collar,50,Private,12160,7,2,SUV,no,0,0,Yes,1,6,Highly Urban/ Urban
0,,0,33,2,11,21460,Yes,0,No,M,c_Bachelors,Student,10,Commercial,27960,6,1,Panel Truck,yes,2706,3,No,7,1,Highly Urban/ Urban
0,,0,47,0,,22295,No,127813,Yes,F,e_No_High School,Clerical,35,Private,13260,4,3,Sports Car,no,0,0,Yes,3,1,Highly Urban/ Urban
1,2870,0,57,2,17,76123,No,287747,Yes,F,d_High School,Blue Collar,28,Commercial,14810,1,1,SUV,no,0,0,Yes,0,8,Highly Urban/ Urban
0,,0,43,2,13,118983,No,355673,Yes,F,c_Bachelors,Professional,29,Private,36960,1,1,Sports Car,no,50347,2,Yes,4,11,Highly Urban/ Urban
0,,0,38,0,10,50688,No,238411,Yes,F,e_No_High School,Blue Collar,33,Private,9590,7,1,SUV,no,9157,3,No,3,3,Highly Urban/ Urban
0,,0,51,0,13,68245,No,235648,Yes,M,c_Bachelors,Professional,20,Private,1530,4,2,Minivan,no,0,0,No,2,8,Highly Urban/ Urban
0,,0,29,2,11,47621,Yes,196036,No,F,d_High School,Blue Collar,26,Commercial,17130,9,1,Minivan,no,5584,3,No,6,1,Highly Urban/ Urban
0,,0,54,0,12,1590,No,58365,Yes,M,b_Masters,Lawyer,14,Private,20320,7,2,Van,yes,0,0,No,0,16,Highly Urban/ Urban
0,,0,43,0,9,43505,No,107149,No,F,c_Bachelors,Clerical,37,Private,10780,4,2,SUV,no,3904,1,No,5,10,Highly Urban/ Urban
1,6690,0,43,2,0,0,No,0,Yes,F,d_High School,Student,61,Commercial,5800,4,1,Minivan,no,6935,4,No,5,1,Highly Urban/ Urban
0,,0,35,0,10,70389,No,182499,No,M,d_High School,Blue Collar,35,Commercial,5000,1,1,Minivan,yes,0,0,No,2,6,Highly Rural/ Rural
1,2349,3,46,0,12,54216,No,0,No,M,b_Masters,Professional,15,Commercial,10410,6,3,Pickup,yes,0,0,No,3,19,Highly Urban/ Urban
1,1741,0,51,0,4,67954,No,0,No,F,b_Masters,Home Maker,53,Private,22440,7,1,SUV,no,8419,3,No,3,17,Highly Urban/ Urban
1,4665,2,43,2,12,62638,Yes,0,No,F,c_Bachelors,Professional,36,Commercial,23140,6,1,Pickup,no,7148,2,No,4,11,Highly Urban/ Urban
0,,0,52,0,3,59233,No,222590,Yes,M,c_Bachelors,Manager,56,Private,17450,6,2,Van,yes,9175,3,No,5,9,Highly Urban/ Urban
0,,0,44,2,11,41935,Yes,150973,No,M,e_No_High School,Blue Collar,39,Private,10090,6,1,Minivan,no,0,0,No,0,6,Highly Urban/ Urban
0,,1,40,3,10,,Yes,0,No,F,c_Bachelors,Blue Collar,22,Commercial,20250,1,2,Sports Car,no,0,0,No,0,9,Highly Rural/ Rural
0,,0,44,2,16,42393,No,150361,Yes,M,c_Bachelors,Blue Collar,27,Commercial,20040,12,1,Van,yes,0,0,No,0,13,Highly Urban/ Urban
0,,0,33,1,9,58617,No,125712,Yes,M,e_No_High School,Blue Collar,24,Private,13690,4,1,Minivan,no,0,0,No,0,,Highly Rural/ Rural
0,,0,42,0,10,6600,No,0,No,F,c_Bachelors,Home Maker,32,Private,4050,7,2,SUV,no,0,0,No,0,10,Highly Urban/ Urban
0,,0,49,0,12,24840,No,158850,Yes,F,d_High School,Home Maker,24,Private,5820,1,1,SUV,no,0,0,No,1,8,Highly Rural/ Rural
0,,0,49,0,13,63687,No,233953,Yes,F,b_Masters,Lawyer,18,Private,7870,1,1,SUV,no,0,0,No,1,16,Highly Rural/ Rural
0,,0,44,0,14,44790,No,205463,Yes,F,b_Masters,,5,Commercial,19800,4,2,Pickup,no,37163,1,No,4,9,Highly Urban/ Urban
0,,0,38,0,,140599,No,365669,Yes,M,a_PhD,Professional,26,Commercial,19360,1,1,Van,yes,0,0,No,0,10,Highly Urban/ Urban
0,,0,43,0,10,125575,No,308112,Yes,F,c_Bachelors,Manager,21,Private,17430,3,2,Minivan,no,0,0,No,1,13,Highly Urban/ Urban
0,,0,53,0,7,55869,No,0,No,M,b_Masters,Lawyer,10,Private,22920,1,1,Minivan,no,0,0,No,0,13,Highly Urban/ Urban
0,,0,44,1,,0,No,70461,Yes,F,b_Masters,Home Maker,19,Private,2640,4,1,Sports Car,no,2219,2,No,1,13,Highly Urban/ Urban
0,,1,44,1,9,55663,No,170090,Yes,F,c_Bachelors,Blue Collar,19,Commercial,17630,1,1,Minivan,no,0,0,No,1,,Highly Urban/ Urban
0,,0,43,0,12,57821,No,218089,Yes,M,c_Bachelors,Professional,33,Private,11580,1,1,Pickup,yes,0,0,No,1,9,Highly Urban/ Urban
0,,0,39,1,,111240,No,366164,Yes,F,c_Bachelors,Blue Collar,56,Private,12620,6,1,SUV,no,0,0,No,0,6,Highly Urban/ Urban
0,,0,29,2,14,45299,No,148600,Yes,F,d_High School,Blue Collar,11,Commercial,21330,4,2,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,51,0,16,,No,170380,Yes,M,d_High School,Clerical,51,Commercial,23520,11,2,Panel Truck,no,0,0,No,2,,Highly Rural/ Rural
1,2598,1,40,2,12,43489,Yes,0,No,F,d_High School,Clerical,44,Private,5850,1,1,Sports Car,no,0,0,No,4,8,Highly Urban/ Urban
0,,0,49,0,11,93202,No,285990,Yes,F,b_Masters,Manager,30,Private,15720,1,1,SUV,no,0,0,No,0,14,Highly Urban/ Urban
0,,0,58,0,15,98573,No,0,No,M,c_Bachelors,Blue Collar,22,Commercial,19200,6,1,Minivan,yes,2459,1,No,0,6,Highly Urban/ Urban
0,,0,50,0,12,45750,No,187982,Yes,F,d_High School,Blue Collar,49,Commercial,19490,10,1,Pickup,no,0,0,No,0,1,Highly Urban/ Urban
0,,0,45,2,13,36947,No,165094,Yes,F,d_High School,Clerical,32,Private,6200,6,2,SUV,no,0,0,No,0,1,Highly Urban/ Urban
0,,2,44,3,4,47140,No,211304,Yes,F,d_High School,Blue Collar,23,Commercial,18860,6,1,SUV,no,18979,1,Yes,6,5,Highly Urban/ Urban
0,,0,56,0,13,30010,No,155394,Yes,M,d_High School,Professional,56,Private,14430,7,1,Minivan,no,8586,1,No,4,6,Highly Urban/ Urban
0,,0,55,0,8,,No,164775,No,M,e_No_High School,Blue Collar,25,Private,21520,1,1,Van,no,6656,3,No,4,1,Highly Urban/ Urban
0,,2,39,2,11,138,Yes,0,No,M,e_No_High School,Student,35,Private,7550,6,1,Pickup,yes,0,0,No,0,1,Highly Rural/ Rural
0,,0,50,0,15,90942,No,262261,Yes,F,c_Bachelors,Professional,33,Private,19170,4,2,SUV,no,0,0,No,1,13,Highly Urban/ Urban
0,,0,49,0,8,38723,No,168698,No,M,e_No_High School,Clerical,14,Private,10270,4,1,Pickup,yes,0,0,No,3,11,Highly Urban/ Urban
0,,1,39,3,12,6843,Yes,0,No,F,d_High School,Student,9,Commercial,7050,4,1,SUV,no,0,0,No,1,6,Highly Rural/ Rural
0,,0,56,0,,44259,No,183641,Yes,F,b_Masters,Lawyer,27,Private,11530,10,1,SUV,no,0,0,No,0,11,Highly Rural/ Rural
0,,0,46,0,7,29968,No,180980,Yes,M,c_Bachelors,Blue Collar,43,Commercial,26310,10,1,Panel Truck,no,0,0,No,1,8,Highly Urban/ Urban
0,,0,43,0,8,166192,No,0,No,M,b_Masters,,52,Commercial,21110,1,2,Van,yes,4962,3,No,2,,Highly Urban/ Urban
1,2659,1,45,3,0,0,Yes,0,No,M,d_High School,Home Maker,36,Private,16510,4,1,Minivan,no,17445,3,Yes,0,1,Highly Urban/ Urban
0,,0,33,3,13,86861,Yes,253088,No,M,b_Masters,Manager,5,Private,26030,17,2,Minivan,no,0,0,No,0,8,Highly Urban/ Urban
1,7442,2,39,3,13,26694,No,133159,Yes,F,d_High School,Home Maker,13,Private,9210,6,1,SUV,no,6848,1,No,0,1,Highly Urban/ Urban
1,4197,0,42,0,13,58008,No,213887,Yes,M,d_High School,Blue Collar,54,Commercial,18610,1,1,Minivan,no,0,0,Yes,0,1,Highly Urban/ Urban
0,,0,30,0,13,15278,No,0,Yes,M,c_Bachelors,Student,44,Private,6030,14,1,Minivan,yes,0,0,No,0,15,Highly Urban/ Urban
0,,0,33,4,15,40095,No,167208,Yes,F,d_High School,Clerical,48,Private,5510,7,1,Sports Car,no,34993,4,Yes,6,1,Highly Rural/ Rural
0,,0,50,0,11,62830,No,239936,Yes,M,b_Masters,Lawyer,39,Private,14530,1,2,Minivan,no,0,0,No,0,10,Highly Urban/ Urban
1,4931,0,42,0,12,,No,175107,Yes,F,d_High School,Blue Collar,77,Commercial,13480,1,3,SUV,no,3819,2,No,0,8,Highly Urban/ Urban
0,,0,39,0,13,51091,No,185506,Yes,M,b_Masters,Lawyer,37,Private,15450,1,1,Minivan,no,0,0,No,0,17,Highly Urban/ Urban
1,2982,1,45,2,,38563,Yes,0,No,F,b_Masters,Lawyer,6,Private,9860,1,1,Sports Car,no,0,0,Yes,0,11,Highly Urban/ Urban
1,6296,0,30,3,9,61790,No,185253,Yes,F,c_Bachelors,Clerical,28,Private,10680,1,1,SUV,no,0,0,Yes,0,14,Highly Urban/ Urban
0,,0,39,3,0,0,Yes,66702,No,F,d_High School,Home Maker,56,Private,5400,10,1,SUV,no,0,0,No,0,9,Highly Rural/ Rural
0,,2,44,2,16,30560,No,135266,Yes,M,d_High School,Clerical,25,Private,5900,16,1,Minivan,no,0,0,No,0,0,Highly Rural/ Rural
0,,0,38,0,13,77505,No,201937,Yes,M,b_Masters,Lawyer,20,Private,5300,7,1,Minivan,yes,0,0,No,0,15,Highly Urban/ Urban
1,5543,0,39,1,0,0,Yes,,No,F,e_No_High School,Student,18,Commercial,5200,14,4,SUV,no,13647,2,No,7,1,Highly Urban/ Urban
0,,0,55,0,14,37930,No,190513,Yes,M,c_Bachelors,Manager,51,Private,10790,12,1,Pickup,no,0,0,No,0,10,Highly Urban/ Urban
0,,0,43,0,8,97103,No,278248,No,F,b_Masters,Lawyer,17,Private,17960,4,4,SUV,no,3575,1,No,4,15,Highly Urban/ Urban
