,TARGET_BAD_FLAG,TARGET_LOSS_AMT,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,IMP_REASON,IMP_JOB,M_MORTDUE,IMP_MORTDUE,M_VALUE,IMP_VALUE,M_YOJ,IMP_YOJ,M_DEROG,IMP_DEROG,M_DELINQ,IMP_DELINQ,M_CLAGE,IMP_CLAGE,M_NINQ,IMP_NINQ,M_CLNO,IMP_CLNO,M_DEBTINC,IMP_DEBTINC,z_REASON_DebtCon,z_REASON_HomeImp,z_JOB_Mgr,z_JOB_Office,z_JOB_Other,z_JOB_ProfExe,z_JOB_Sales,z_JOB_Self
526,0,,7200,,38061.0,HomeImp,Other,,,,299.7527261,,12.0,31.88003318,HomeImp,Other,1,65019.0,0,38061.0,1,7.0,1,0.0,1,0.0,0,299.7527261,1,1.0,0,12.0,0,31.88003318,0,1,0,0,1,0,0,0
527,1,4489.0,7200,15637.0,39660.0,HomeImp,Self,6.0,0.0,1.0,354.23976339999996,3.0,42.0,33.62413345,HomeImp,Self,0,15637.0,0,39660.0,0,6.0,0,0.0,0,1.0,0,354.23976339999996,0,3.0,0,42.0,0,33.62413345,0,1,0,0,0,0,0,1
528,0,,7200,,74610.0,HomeImp,Office,1.0,0.0,0.0,40.18213482,0.0,3.0,37.94125377,HomeImp,Office,1,65019.0,0,74610.0,0,1.0,0,0.0,0,0.0,0,40.18213482,0,0.0,0,3.0,0,37.94125377,0,1,0,1,0,0,0,0
529,0,,7200,71667.0,117325.0,DebtCon,Office,0.0,0.0,1.0,241.0560781,1.0,38.0,18.51055133,DebtCon,Office,0,71667.0,0,117325.0,0,0.0,0,0.0,0,1.0,0,241.0560781,0,1.0,0,38.0,0,18.51055133,1,0,0,1,0,0,0,0
530,1,2376.0,7200,,76723.0,HomeImp,Other,10.0,0.0,0.0,70.19389019,0.0,11.0,41.25070626,HomeImp,Other,1,65019.0,0,76723.0,0,10.0,0,0.0,0,0.0,0,70.19389019,0,0.0,0,11.0,0,41.25070626,0,1,0,0,1,0,0,0
531,0,,7200,71509.0,86484.0,DebtCon,,4.0,,,,,,20.09904978,DebtCon,MISSING,0,71509.0,0,86484.0,0,4.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,20.09904978,1,0,0,0,0,0,0,0
532,0,,7200,22832.0,31666.0,DebtCon,Other,0.0,0.0,0.0,38.00326685,9.0,7.0,28.29568112,DebtCon,Other,0,22832.0,0,31666.0,0,0.0,0,0.0,0,0.0,0,38.00326685,0,9.0,0,7.0,0,28.29568112,1,0,0,0,1,0,0,0
533,1,6199.0,7300,58671.0,87975.0,HomeImp,Mgr,3.0,0.0,0.0,74.06666667,1.0,16.0,,HomeImp,Mgr,0,58671.0,0,87975.0,0,3.0,0,0.0,0,0.0,0,74.06666667,0,1.0,0,16.0,1,34.81826182,0,1,1,0,0,0,0,0
534,1,7246.0,7300,60890.0,75785.0,DebtCon,Other,6.0,0.0,1.0,45.96666667,0.0,13.0,,DebtCon,Other,0,60890.0,0,75785.0,0,6.0,0,0.0,0,1.0,0,45.96666667,0,0.0,0,13.0,1,34.81826182,1,0,0,0,1,0,0,0
535,1,6199.0,7300,28500.0,42050.0,HomeImp,Other,3.0,,,,,,,HomeImp,Other,0,28500.0,0,42050.0,0,3.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182,0,1,0,0,1,0,0,0
536,1,7024.0,7300,60971.32,77375.0,DebtCon,Other,2.0,,,,,,,DebtCon,Other,0,60971.32,0,77375.0,0,2.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182,1,0,0,0,1,0,0,0
537,0,,7300,131000.0,197500.0,DebtCon,ProfExe,1.5,0.0,0.0,68.03333333,2.0,23.0,,DebtCon,ProfExe,0,131000.0,0,197500.0,0,1.5,0,0.0,0,0.0,0,68.03333333,0,2.0,0,23.0,1,34.81826182,1,0,0,0,0,1,0,0
538,0,,7300,55456.0,86766.0,HomeImp,ProfExe,6.0,0.0,0.0,240.0567715,2.0,23.0,31.7246985,HomeImp,ProfExe,0,55456.0,0,86766.0,0,6.0,0,0.0,0,0.0,0,240.0567715,0,2.0,0,23.0,0,31.7246985,0,1,0,0,0,1,0,0
539,0,,7300,60973.0,79443.0,HomeImp,Other,14.0,0.0,0.0,239.6202977,1.0,36.0,36.72713636,HomeImp,Other,0,60973.0,0,79443.0,0,14.0,0,0.0,0,0.0,0,239.6202977,0,1.0,0,36.0,0,36.72713636,0,1,0,0,1,0,0,0
540,0,,7300,93428.0,118184.0,HomeImp,Other,10.0,,,411.9520505,1.0,50.0,40.39647435,HomeImp,Other,0,93428.0,0,118184.0,0,10.0,1,0.0,1,0.0,0,411.9520505,0,1.0,0,50.0,0,40.39647435,0,1,0,0,1,0,0,0
541,0,,7300,49064.0,64225.0,DebtCon,Mgr,6.0,,4.0,106.3759993,1.0,10.0,40.05191523,DebtCon,Mgr,0,49064.0,0,64225.0,0,6.0,1,0.0,0,4.0,0,106.3759993,0,1.0,0,10.0,0,40.05191523,1,0,1,0,0,0,0,0
542,0,,7300,139348.0,205981.0,DebtCon,ProfExe,1.0,0.0,0.0,60.42476076,2.0,22.0,36.81229063,DebtCon,ProfExe,0,139348.0,0,205981.0,0,1.0,0,0.0,0,0.0,0,60.42476076,0,2.0,0,22.0,0,36.81229063,1,0,0,0,0,1,0,0
543,0,,7400,32832.0,50798.0,DebtCon,Other,10.0,0.0,0.0,221.33842080000002,1.0,31.0,36.00942149,DebtCon,Other,0,32832.0,0,50798.0,0,10.0,0,0.0,0,0.0,0,221.33842080000002,0,1.0,0,31.0,0,36.00942149,1,0,0,0,1,0,0,0
544,0,,7400,75311.0,89905.0,DebtCon,ProfExe,0.0,,,,,,27.20199961,DebtCon,ProfExe,0,75311.0,0,89905.0,0,0.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,27.20199961,1,0,0,0,0,1,0,0
545,1,5301.0,7400,2063.0,100448.0,HomeImp,Other,,0.0,0.0,96.13333333,0.0,14.0,,HomeImp,Other,0,2063.0,0,100448.0,1,7.0,0,0.0,0,0.0,0,96.13333333,0,0.0,0,14.0,1,34.81826182,0,1,0,0,1,0,0,0
546,0,,7400,,44651.0,HomeImp,Other,2.0,0.0,0.0,271.9181691,0.0,25.0,42.930043100000006,HomeImp,Other,1,65019.0,0,44651.0,0,2.0,0,0.0,0,0.0,0,271.9181691,0,0.0,0,25.0,0,42.930043100000006,0,1,0,0,1,0,0,0
547,0,,7400,138033.0,163162.0,HomeImp,ProfExe,11.0,0.0,0.0,224.8470425,0.0,19.0,21.05757402,HomeImp,ProfExe,0,138033.0,0,163162.0,0,11.0,0,0.0,0,0.0,0,224.8470425,0,0.0,0,19.0,0,21.05757402,0,1,0,0,0,1,0,0
548,0,,7400,88288.0,119677.0,HomeImp,ProfExe,5.0,0.0,0.0,194.37214,1.0,27.0,26.64608364,HomeImp,ProfExe,0,88288.0,0,119677.0,0,5.0,0,0.0,0,0.0,0,194.37214,0,1.0,0,27.0,0,26.64608364,0,1,0,0,0,1,0,0
549,0,,7400,75547.0,93839.0,DebtCon,ProfExe,0.0,,,,,,28.16183185,DebtCon,ProfExe,0,75547.0,0,93839.0,0,0.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,28.16183185,1,0,0,0,0,1,0,0
550,0,,7400,48924.0,86612.0,DebtCon,,4.0,0.0,0.0,207.7684144,4.0,30.0,29.93791783,DebtCon,MISSING,0,48924.0,0,86612.0,0,4.0,0,0.0,0,0.0,0,207.7684144,0,4.0,0,30.0,0,29.93791783,1,0,0,0,0,0,0,0
551,0,,7400,73985.0,114849.0,DebtCon,Office,0.0,0.0,0.0,238.5863034,1.0,38.0,18.42136986,DebtCon,Office,0,73985.0,0,114849.0,0,0.0,0,0.0,0,0.0,0,238.5863034,0,1.0,0,38.0,0,18.42136986,1,0,0,1,0,0,0,0
552,0,,7400,,54138.0,HomeImp,,1.0,0.0,0.0,,0.0,0.0,12.21967996,HomeImp,MISSING,1,65019.0,0,54138.0,0,1.0,0,0.0,0,0.0,1,173.4666667,0,0.0,0,0.0,0,12.21967996,0,1,0,0,0,0,0,0
553,0,,7400,51974.0,59323.0,HomeImp,Other,4.0,0.0,0.0,83.34671188,0.0,18.0,23.39763463,HomeImp,Other,0,51974.0,0,59323.0,0,4.0,0,0.0,0,0.0,0,83.34671188,0,0.0,0,18.0,0,23.39763463,0,1,0,0,1,0,0,0
554,0,,7400,56596.0,72861.0,HomeImp,Mgr,3.0,0.0,1.0,141.9621493,0.0,23.0,28.30024564,HomeImp,Mgr,0,56596.0,0,72861.0,0,3.0,0,0.0,0,1.0,0,141.9621493,0,0.0,0,23.0,0,28.30024564,0,1,1,0,0,0,0,0
555,1,6264.0,7400,71576.0,89068.0,DebtCon,Sales,0.0,0.0,0.0,94.78223069,0.0,17.0,42.803422,DebtCon,Sales,0,71576.0,0,89068.0,0,0.0,0,0.0,0,0.0,0,94.78223069,0,0.0,0,17.0,0,42.803422,1,0,0,0,0,0,1,0
556,0,,7400,65032.0,83184.0,HomeImp,Other,15.0,0.0,0.0,230.4202559,1.0,35.0,35.41511292,HomeImp,Other,0,65032.0,0,83184.0,0,15.0,0,0.0,0,0.0,0,230.4202559,0,1.0,0,35.0,0,35.41511292,0,1,0,0,1,0,0,0
557,0,,7400,72739.0,91425.0,DebtCon,ProfExe,3.5,0.0,0.0,128.8333333,0.0,26.0,,DebtCon,ProfExe,0,72739.0,0,91425.0,0,3.5,0,0.0,0,0.0,0,128.8333333,0,0.0,0,26.0,1,34.81826182,1,0,0,0,0,1,0,0
558,0,,7400,82412.0,91326.0,DebtCon,Mgr,19.0,0.0,1.0,316.9470825,1.0,24.0,37.90875019,DebtCon,Mgr,0,82412.0,0,91326.0,0,19.0,0,0.0,0,1.0,0,316.9470825,0,1.0,0,24.0,0,37.90875019,1,0,1,0,0,0,0,0
559,1,7029.0,7500,,51610.0,HomeImp,ProfExe,4.0,0.0,3.0,158.2666667,2.0,18.0,,HomeImp,ProfExe,1,65019.0,0,51610.0,0,4.0,0,0.0,0,3.0,0,158.2666667,0,2.0,0,18.0,1,34.81826182,0,1,0,0,0,1,0,0
560,0,,7500,45864.0,57799.0,DebtCon,,7.0,,0.0,65.57119786,,16.0,33.86574535,DebtCon,MISSING,0,45864.0,0,57799.0,0,7.0,1,0.0,0,0.0,0,65.57119786,1,1.0,0,16.0,0,33.86574535,1,0,0,0,0,0,0,0
561,1,8030.0,7500,57340.0,80000.0,DebtCon,ProfExe,4.0,0.0,5.0,86.23333333,3.0,14.0,,DebtCon,ProfExe,0,57340.0,0,80000.0,0,4.0,0,0.0,0,5.0,0,86.23333333,0,3.0,0,14.0,1,34.81826182,1,0,0,0,0,1,0,0
562,0,,7500,47518.0,60252.0,DebtCon,Other,16.0,0.0,3.0,220.62498390000002,0.0,37.0,26.71153647,DebtCon,Other,0,47518.0,0,60252.0,0,16.0,0,0.0,0,3.0,0,220.62498390000002,0,0.0,0,37.0,0,26.71153647,1,0,0,0,1,0,0,0
563,0,,7500,63573.0,80601.0,HomeImp,Other,4.0,0.0,0.0,111.4351899,0.0,14.0,41.77344662,HomeImp,Other,0,63573.0,0,80601.0,0,4.0,0,0.0,0,0.0,0,111.4351899,0,0.0,0,14.0,0,41.77344662,0,1,0,0,1,0,0,0
564,1,921.0,7500,32070.0,36811.0,DebtCon,Other,1.0,1.0,0.0,228.03600010000002,0.0,6.0,30.16221411,DebtCon,Other,0,32070.0,0,36811.0,0,1.0,0,1.0,0,0.0,0,228.03600010000002,0,0.0,0,6.0,0,30.16221411,1,0,0,0,1,0,0,0
565,0,,7500,44744.0,60518.0,DebtCon,,6.0,,0.0,79.41122999,,16.0,34.39744173,DebtCon,MISSING,0,44744.0,0,60518.0,0,6.0,1,0.0,0,0.0,0,79.41122999,1,1.0,0,16.0,0,34.39744173,1,0,0,0,0,0,0,0
566,0,,7500,,49804.0,,,,,,,,,12.39123504,MISSING,MISSING,1,65019.0,0,49804.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,12.39123504,0,0,0,0,0,0,0,0
567,0,,7500,72097.0,69408.0,HomeImp,Sales,4.0,1.0,0.0,155.3919622,1.0,23.0,41.60098336,HomeImp,Sales,0,72097.0,0,69408.0,0,4.0,0,1.0,0,0.0,0,155.3919622,0,1.0,0,23.0,0,41.60098336,0,1,0,0,0,0,1,0
568,0,,7500,84479.0,104571.0,DebtCon,ProfExe,23.0,0.0,0.0,47.83285134,3.0,14.0,33.07501037,DebtCon,ProfExe,0,84479.0,0,104571.0,0,23.0,0,0.0,0,0.0,0,47.83285134,0,3.0,0,14.0,0,33.07501037,1,0,0,0,0,1,0,0
569,0,,7500,88056.0,104794.0,DebtCon,ProfExe,25.0,0.0,0.0,56.75011314,2.0,14.0,30.53890697,DebtCon,ProfExe,0,88056.0,0,104794.0,0,25.0,0,0.0,0,0.0,0,56.75011314,0,2.0,0,14.0,0,30.53890697,1,0,0,0,0,1,0,0
570,0,,7500,11358.0,36892.0,DebtCon,Other,5.0,0.0,0.0,286.9228238,0.0,11.0,23.06292573,DebtCon,Other,0,11358.0,0,36892.0,0,5.0,0,0.0,0,0.0,0,286.9228238,0,0.0,0,11.0,0,23.06292573,1,0,0,0,1,0,0,0
571,1,5003.0,7500,59000.0,72000.0,HomeImp,Office,5.0,0.0,3.0,295.8666667,0.0,19.0,,HomeImp,Office,0,59000.0,0,72000.0,0,5.0,0,0.0,0,3.0,0,295.8666667,0,0.0,0,19.0,1,34.81826182,0,1,0,1,0,0,0,0
572,1,5837.0,7500,,,HomeImp,Other,21.0,,,158.9,1.0,21.0,,HomeImp,Other,1,65019.0,1,89235.5,0,21.0,1,0.0,1,0.0,0,158.9,0,1.0,0,21.0,1,34.81826182,0,1,0,0,1,0,0,0
573,1,6624.0,7500,35945.0,49750.0,HomeImp,Other,3.0,0.0,0.0,122.06666670000001,0.0,23.0,,HomeImp,Other,0,35945.0,0,49750.0,0,3.0,0,0.0,0,0.0,0,122.06666670000001,0,0.0,0,23.0,1,34.81826182,0,1,0,0,1,0,0,0
574,1,5332.0,7500,18400.0,29375.0,DebtCon,Other,6.0,1.0,0.0,147.1,0.0,9.0,,DebtCon,Other,0,18400.0,0,29375.0,0,6.0,0,1.0,0,0.0,0,147.1,0,0.0,0,9.0,1,34.81826182,1,0,0,0,1,0,0,0
575,1,3659.0,7500,63500.0,86125.0,HomeImp,Other,5.0,0.0,0.0,136.1,0.0,8.0,,HomeImp,Other,0,63500.0,0,86125.0,0,5.0,0,0.0,0,0.0,0,136.1,0,0.0,0,8.0,1,34.81826182,0,1,0,0,1,0,0,0
576,1,6620.0,7500,33600.0,50125.0,DebtCon,Other,2.0,0.0,0.0,146.93333330000002,0.0,18.0,,DebtCon,Other,0,33600.0,0,50125.0,0,2.0,0,0.0,0,0.0,0,146.93333330000002,0,0.0,0,18.0,1,34.81826182,1,0,0,0,1,0,0,0
577,1,7245.0,7500,57800.0,109600.0,DebtCon,Mgr,4.0,0.0,1.0,124.13333329999999,1.0,18.0,,DebtCon,Mgr,0,57800.0,0,109600.0,0,4.0,0,0.0,0,1.0,0,124.13333329999999,0,1.0,0,18.0,1,34.81826182,1,0,1,0,0,0,0,0
578,1,1592.0,7500,,40150.0,HomeImp,Other,5.0,0.0,0.0,,1.0,0.0,,HomeImp,Other,1,65019.0,0,40150.0,0,5.0,0,0.0,0,0.0,1,173.4666667,0,1.0,0,0.0,1,34.81826182,0,1,0,0,1,0,0,0
579,1,5957.0,7500,80440.0,72920.0,HomeImp,Mgr,8.0,0.0,1.0,201.5,0.0,24.0,,HomeImp,Mgr,0,80440.0,0,72920.0,0,8.0,0,0.0,0,1.0,0,201.5,0,0.0,0,24.0,1,34.81826182,0,1,1,0,0,0,0,0
580,1,4865.0,7500,60000.0,87830.0,HomeImp,Other,5.0,0.0,0.0,153.2666667,2.0,16.0,,HomeImp,Other,0,60000.0,0,87830.0,0,5.0,0,0.0,0,0.0,0,153.2666667,0,2.0,0,16.0,1,34.81826182,0,1,0,0,1,0,0,0
581,1,6444.0,7500,126000.0,151380.0,HomeImp,ProfExe,18.0,0.0,2.0,75.66666667,1.0,13.0,,HomeImp,ProfExe,0,126000.0,0,151380.0,0,18.0,0,0.0,0,2.0,0,75.66666667,0,1.0,0,13.0,1,34.81826182,0,1,0,0,0,1,0,0
582,0,,7500,40936.0,50900.0,DebtCon,,10.0,1.0,0.0,115.6,1.0,26.0,,DebtCon,MISSING,0,40936.0,0,50900.0,0,10.0,0,1.0,0,0.0,0,115.6,0,1.0,0,26.0,1,34.81826182,1,0,0,0,0,0,0,0
583,0,,7500,,26850.0,HomeImp,Office,20.0,0.0,0.0,185.6333333,1.0,16.0,,HomeImp,Office,1,65019.0,0,26850.0,0,20.0,0,0.0,0,0.0,0,185.6333333,0,1.0,0,16.0,1,34.81826182,0,1,0,1,0,0,0,0
584,0,,7500,49100.0,85650.0,HomeImp,Other,18.0,0.0,0.0,178.33466669999999,0.0,29.0,,HomeImp,Other,0,49100.0,0,85650.0,0,18.0,0,0.0,0,0.0,0,178.33466669999999,0,0.0,0,29.0,1,34.81826182,0,1,0,0,1,0,0,0
585,1,7212.0,7500,,71799.0,HomeImp,Mgr,4.0,0.0,3.0,177.5,0.0,22.0,,HomeImp,Mgr,1,65019.0,0,71799.0,0,4.0,0,0.0,0,3.0,0,177.5,0,0.0,0,22.0,1,34.81826182,0,1,1,0,0,0,0,0
586,1,7793.0,7500,39600.0,42000.0,DebtCon,Self,1.0,0.0,0.0,47.7,1.0,15.0,,DebtCon,Self,0,39600.0,0,42000.0,0,1.0,0,0.0,0,0.0,0,47.7,0,1.0,0,15.0,1,34.81826182,1,0,0,0,0,0,0,1
587,1,6818.0,7500,42077.0,91676.0,HomeImp,Office,5.5,1.0,4.0,344.9,1.0,30.0,,HomeImp,Office,0,42077.0,0,91676.0,0,5.5,0,1.0,0,4.0,0,344.9,0,1.0,0,30.0,1,34.81826182,0,1,0,1,0,0,0,0
588,1,7889.0,7500,42721.0,67000.0,DebtCon,Other,15.0,1.0,3.0,126.76666670000002,2.0,23.0,,DebtCon,Other,0,42721.0,0,67000.0,0,15.0,0,1.0,0,3.0,0,126.76666670000002,0,2.0,0,23.0,1,34.81826182,1,0,0,0,1,0,0,0
589,1,5752.0,7500,,,HomeImp,Other,20.0,,,157.3284228,0.0,20.0,,HomeImp,Other,1,65019.0,1,89235.5,0,20.0,1,0.0,1,0.0,0,157.3284228,0,0.0,0,20.0,1,34.81826182,0,1,0,0,1,0,0,0
590,1,6206.0,7500,12115.0,35910.0,HomeImp,Office,13.0,3.0,6.0,234.9007508,0.0,24.0,24.66227667,HomeImp,Office,0,12115.0,0,35910.0,0,13.0,0,3.0,0,6.0,0,234.9007508,0,0.0,0,24.0,0,24.66227667,0,1,0,1,0,0,0,0
591,0,,7500,67778.0,83368.0,DebtCon,ProfExe,15.0,0.0,0.0,227.2920898,0.0,17.0,24.09177036,DebtCon,ProfExe,0,67778.0,0,83368.0,0,15.0,0,0.0,0,0.0,0,227.2920898,0,0.0,0,17.0,0,24.09177036,1,0,0,0,0,1,0,0
592,0,,7500,60192.0,76475.0,DebtCon,ProfExe,8.0,0.0,0.0,60.50362521,2.0,24.0,39.28051238,DebtCon,ProfExe,0,60192.0,0,76475.0,0,8.0,0,0.0,0,0.0,0,60.50362521,0,2.0,0,24.0,0,39.28051238,1,0,0,0,0,1,0,0
593,0,,7500,57213.0,92458.0,HomeImp,Office,28.0,0.0,0.0,243.15711919999998,1.0,16.0,23.99235335,HomeImp,Office,0,57213.0,0,92458.0,0,28.0,0,0.0,0,0.0,0,243.15711919999998,0,1.0,0,16.0,0,23.99235335,0,1,0,1,0,0,0,0
594,1,6297.0,7500,50000.0,80000.0,HomeImp,Other,9.0,,5.0,299.5666667,2.0,18.0,,HomeImp,Other,0,50000.0,0,80000.0,0,9.0,1,0.0,0,5.0,0,299.5666667,0,2.0,0,18.0,1,34.81826182,0,1,0,0,1,0,0,0
595,0,,7600,133475.0,203936.0,DebtCon,ProfExe,1.0,0.0,0.0,87.45287008,2.0,23.0,37.00596784,DebtCon,ProfExe,0,133475.0,0,203936.0,0,1.0,0,0.0,0,0.0,0,87.45287008,0,2.0,0,23.0,0,37.00596784,1,0,0,0,0,1,0,0
596,0,,7600,77518.0,83727.0,DebtCon,,4.0,,,,,,22.65514029,DebtCon,MISSING,0,77518.0,0,83727.0,0,4.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,22.65514029,1,0,0,0,0,0,0,0
597,0,,7600,48829.0,62357.0,DebtCon,Office,3.0,0.0,1.0,92.94135782,2.0,12.0,35.67227361,DebtCon,Office,0,48829.0,0,62357.0,0,3.0,0,0.0,0,1.0,0,92.94135782,0,2.0,0,12.0,0,35.67227361,1,0,0,1,0,0,0,0
598,0,,7600,58622.0,77726.0,HomeImp,Other,15.0,0.0,0.0,249.63376069999998,2.0,36.0,34.88206644,HomeImp,Other,0,58622.0,0,77726.0,0,15.0,0,0.0,0,0.0,0,249.63376069999998,0,2.0,0,36.0,0,34.88206644,0,1,0,0,1,0,0,0
599,0,,7600,,28593.0,HomeImp,Office,20.0,0.0,0.0,180.1689373,0.0,16.0,35.58340317,HomeImp,Office,1,65019.0,0,28593.0,0,20.0,0,0.0,0,0.0,0,180.1689373,0,0.0,0,16.0,0,35.58340317,0,1,0,1,0,0,0,0
600,0,,7600,49926.0,58588.0,DebtCon,,5.0,,1.0,64.66010695,,16.0,35.05189677,DebtCon,MISSING,0,49926.0,0,58588.0,0,5.0,1,0.0,0,1.0,0,64.66010695,1,1.0,0,16.0,0,35.05189677,1,0,0,0,0,0,0,0
601,0,,7600,80900.0,99525.0,DebtCon,ProfExe,2.0,0.0,0.0,135.6401964,0.0,26.0,34.77708943,DebtCon,ProfExe,0,80900.0,0,99525.0,0,2.0,0,0.0,0,0.0,0,135.6401964,0,0.0,0,26.0,0,34.77708943,1,0,0,0,0,1,0,0
602,0,,7600,,40341.0,HomeImp,Other,3.0,0.0,0.0,265.0204754,1.0,25.0,43.30010531,HomeImp,Other,1,65019.0,0,40341.0,0,3.0,0,0.0,0,0.0,0,265.0204754,0,1.0,0,25.0,0,43.30010531,0,1,0,0,1,0,0,0
603,0,,7700,14776.0,32287.0,,,,,,,,,34.88046232,MISSING,MISSING,0,14776.0,0,32287.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,0,34.88046232,0,0,0,0,0,0,0,0
604,0,,7700,32243.0,36369.0,HomeImp,ProfExe,12.0,0.0,0.0,180.41578669999998,0.0,13.0,21.72081838,HomeImp,ProfExe,0,32243.0,0,36369.0,0,12.0,0,0.0,0,0.0,0,180.41578669999998,0,0.0,0,13.0,0,21.72081838,0,1,0,0,0,1,0,0
605,0,,7700,53377.0,86018.0,HomeImp,Other,16.0,0.0,0.0,187.1940112,0.0,28.0,24.21765848,HomeImp,Other,0,53377.0,0,86018.0,0,16.0,0,0.0,0,0.0,0,187.1940112,0,0.0,0,28.0,0,24.21765848,0,1,0,0,1,0,0,0
606,0,,7700,56622.0,70136.0,DebtCon,Mgr,7.0,,4.0,120.76450919999999,1.0,11.0,38.13234577,DebtCon,Mgr,0,56622.0,0,70136.0,0,7.0,1,0.0,0,4.0,0,120.76450919999999,0,1.0,0,11.0,0,38.13234577,1,0,1,0,0,0,0,0
607,0,,7700,35100.0,45000.0,DebtCon,Office,10.0,0.0,0.0,206.9666667,1.0,23.0,,DebtCon,Office,0,35100.0,0,45000.0,0,10.0,0,0.0,0,0.0,0,206.9666667,0,1.0,0,23.0,1,34.81826182,1,0,0,1,0,0,0,0
608,0,,7700,,67350.0,,,,,,,,,,MISSING,MISSING,1,65019.0,0,67350.0,1,7.0,1,0.0,1,0.0,1,173.4666667,1,1.0,1,20.0,1,34.81826182,0,0,0,0,0,0,0,0
609,0,,7700,70451.0,81862.0,DebtCon,Sales,3.0,0.0,0.0,141.26867109999998,0.0,31.0,31.68194302,DebtCon,Sales,0,70451.0,0,81862.0,0,3.0,0,0.0,0,0.0,0,141.26867109999998,0,0.0,0,31.0,0,31.68194302,1,0,0,0,0,0,1,0
610,0,,7700,20887.0,26958.0,DebtCon,Other,0.0,0.0,0.0,17.4607499,10.0,6.0,30.23350474,DebtCon,Other,0,20887.0,0,26958.0,0,0.0,0,0.0,0,0.0,0,17.4607499,0,10.0,0,6.0,0,30.23350474,1,0,0,0,1,0,0,0
611,1,8404.0,7700,14589.0,33100.0,DebtCon,Other,3.0,0.0,7.0,122.06666670000001,0.0,22.0,,DebtCon,Other,0,14589.0,0,33100.0,0,3.0,0,0.0,0,7.0,0,122.06666670000001,0,0.0,0,22.0,1,34.81826182,1,0,0,0,1,0,0,0
612,0,,7700,76056.0,83643.0,HomeImp,Other,22.0,0.0,0.0,353.1956285,0.0,47.0,28.54452887,HomeImp,Other,0,76056.0,0,83643.0,0,22.0,0,0.0,0,0.0,0,353.1956285,0,0.0,0,47.0,0,28.54452887,0,1,0,0,1,0,0,0
613,0,,7700,,68131.0,HomeImp,Office,1.0,0.0,0.0,56.60990629,0.0,3.0,40.49982045,HomeImp,Office,1,65019.0,0,68131.0,0,1.0,0,0.0,0,0.0,0,56.60990629,0,0.0,0,3.0,0,40.49982045,0,1,0,1,0,0,0,0
614,0,,7700,51045.0,91068.0,HomeImp,Other,20.0,0.0,0.0,179.2409356,0.0,28.0,27.23109397,HomeImp,Other,0,51045.0,0,91068.0,0,20.0,0,0.0,0,0.0,0,179.2409356,0,0.0,0,28.0,0,27.23109397,0,1,0,0,1,0,0,0
615,0,,7800,44000.0,57500.0,DebtCon,Other,11.0,0.0,0.0,95.36666667,0.0,23.0,,DebtCon,Other,0,44000.0,0,57500.0,0,11.0,0,0.0,0,0.0,0,95.36666667,0,0.0,0,23.0,1,34.81826182,1,0,0,0,1,0,0,0
616,1,1796.0,7800,,11702.0,HomeImp,Other,0.0,0.0,0.0,44.62959157,2.0,7.0,21.27178537,HomeImp,Other,1,65019.0,0,11702.0,0,0.0,0,0.0,0,0.0,0,44.62959157,0,2.0,0,7.0,0,21.27178537,0,1,0,0,1,0,0,0
617,0,,7800,58399.0,65945.0,DebtCon,Other,1.0,0.0,1.0,106.6313416,2.0,18.0,37.02476444,DebtCon,Other,0,58399.0,0,65945.0,0,1.0,0,0.0,0,1.0,0,106.6313416,0,2.0,0,18.0,0,37.02476444,1,0,0,0,1,0,0,0
618,0,,7800,42802.0,52422.0,HomeImp,Office,8.0,,,193.08145290000002,,18.0,26.49587929,HomeImp,Office,0,42802.0,0,52422.0,0,8.0,1,0.0,1,0.0,0,193.08145290000002,1,1.0,0,18.0,0,26.49587929,0,1,0,1,0,0,0,0
619,0,,7800,58364.0,66688.0,DebtCon,Other,3.0,0.0,2.0,114.51215800000001,3.0,18.0,37.92927387,DebtCon,Other,0,58364.0,0,66688.0,0,3.0,0,0.0,0,2.0,0,114.51215800000001,0,3.0,0,18.0,0,37.92927387,1,0,0,0,1,0,0,0
620,0,,7800,64503.0,85608.0,HomeImp,Other,12.0,0.0,0.0,235.4853772,0.0,35.0,34.42324885,HomeImp,Other,0,64503.0,0,85608.0,0,12.0,0,0.0,0,0.0,0,235.4853772,0,0.0,0,35.0,0,34.42324885,0,1,0,0,1,0,0,0
621,0,,7800,69662.0,80498.0,HomeImp,Other,4.0,0.0,0.0,100.428331,0.0,14.0,42.80734195,HomeImp,Other,0,69662.0,0,80498.0,0,4.0,0,0.0,0,0.0,0,100.428331,0,0.0,0,14.0,0,42.80734195,0,1,0,0,1,0,0,0
