,TARGET_CLM_FLAG,TARGET_CLM_AMT,KIDSDRIV,AGE,HOMEKIDS,YOJ,HOME_VAL,TRAVTIME,BLUEBOOK,TIF,NPOLICY,OLDCLAIM,CLM_FREQ,MVR_PTS,CAR_AGE,y_EDU_4,y_EDU_3,y_EDU_2,y_EDU_1,z_PARENT1_Yes,z_MSTATUS_Yes,z_SEX_M,z_CAR_USE_Private,z_CAR_TYPE_Panel Truck,z_CAR_TYPE_Pickup,z_CAR_TYPE_SUV,z_CAR_TYPE_Sports Car,z_CAR_TYPE_Van,z_RED_CAR_yes,z_REVOKED_Yes,z_URBANICITY_Highly Urban/ Urban,z_IMP_JOB_Clerical,z_IMP_JOB_Doctor,z_IMP_JOB_Home Maker,z_IMP_JOB_Lawyer,z_IMP_JOB_MISSING,z_IMP_JOB_Manager,z_IMP_JOB_Professional,z_IMP_JOB_Student,M_AGE,IMP_AGE,M_YOJ,IMP_YOJ,M_INCOME,IMP_INCOME,M_HOME_VAL,IMP_HOME_VAL,M_CAR_AGE,IMP_CAR_AGE
835,0,,0,40.0,0,13.0,0.0,16,20420,9,5,31127,2,0,13.0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,40.0,0,13.0,0,66745.0,0,0.0,0,13.0
836,0,,0,51.0,0,13.0,115618.0,40,9340,1,2,0,0,1,1.0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,51.0,0,13.0,0,27450.0,0,115618.0,0,1.0
837,0,,0,47.0,0,10.0,183741.0,6,12190,1,1,6856,3,3,9.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,47.0,0,10.0,0,59936.0,0,183741.0,0,9.0
838,0,,0,53.0,0,0.0,77849.0,27,16000,16,1,0,0,0,8.0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,53.0,0,0.0,0,0.0,0,77849.0,0,8.0
839,0,,0,54.0,0,12.0,,36,10470,1,2,0,0,0,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,54.0,0,12.0,0,52088.0,1,160661.0,0,1.0
840,0,,1,37.0,3,10.0,0.0,68,11250,1,1,565,3,1,10.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37.0,0,10.0,0,24672.0,0,0.0,0,10.0
841,0,,0,49.0,0,17.0,181309.0,33,4910,4,1,7244,1,3,7.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,49.0,0,17.0,0,34127.0,0,181309.0,0,7.0
842,0,,0,41.0,0,13.0,0.0,45,17410,7,1,0,0,0,15.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,41.0,0,13.0,0,157237.0,0,0.0,0,15.0
843,0,,0,44.0,0,11.0,175478.0,27,7710,8,1,3173,3,0,11.0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,44.0,0,11.0,0,41390.0,0,175478.0,0,11.0
844,1,7406.0,2,40.0,2,14.0,107774.0,47,22310,1,1,3816,3,5,15.0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,40.0,0,14.0,0,12339.0,0,107774.0,0,15.0
845,0,,0,48.0,0,,166295.0,5,11660,4,3,1237,3,1,7.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,48.0,1,11.0,0,53628.0,0,166295.0,0,7.0
846,0,,0,52.0,0,12.0,404124.0,30,16930,11,3,0,0,0,10.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,52.0,0,12.0,0,143073.0,0,404124.0,0,10.0
847,1,5558.0,0,40.0,2,15.0,247416.0,43,8940,1,1,2712,2,2,7.0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,40.0,0,15.0,0,74402.0,0,247416.0,0,7.0
848,0,,0,29.0,0,0.0,0.0,15,4640,1,1,8658,2,2,5.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,29.0,0,0.0,0,0.0,0,0.0,0,5.0
849,0,,0,47.0,0,12.0,247072.0,31,22620,6,1,0,0,2,14.0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,47.0,0,12.0,0,64545.0,0,247072.0,0,14.0
850,0,,0,54.0,0,13.0,242788.0,20,33190,6,1,0,0,2,18.0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,54.0,0,13.0,0,73985.0,0,242788.0,0,18.0
851,0,,0,56.0,0,11.0,92586.0,41,5670,14,1,0,0,1,6.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.0,0,11.0,0,571.0,0,92586.0,0,6.0
852,0,,0,50.0,0,14.0,0.0,41,13170,11,1,0,0,0,9.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50.0,0,14.0,0,14518.0,0,0.0,0,9.0
853,0,,1,36.0,2,11.0,167893.0,26,21180,1,1,40554,2,4,,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,36.0,0,11.0,0,45778.0,0,167893.0,1,8.0
854,0,,0,50.0,0,12.0,0.0,16,14910,10,1,0,0,1,12.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50.0,0,12.0,1,30799.0,0,0.0,0,12.0
855,1,58851.0,1,56.0,2,13.0,245496.0,29,23520,5,1,0,0,4,11.0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,56.0,0,13.0,0,67783.0,0,245496.0,0,11.0
856,0,,0,56.0,0,0.0,63827.0,65,13220,1,1,0,0,0,12.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56.0,0,0.0,0,0.0,0,63827.0,0,12.0
857,0,,0,32.0,2,12.0,0.0,39,11420,6,1,0,0,0,13.0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,32.0,0,12.0,0,67229.0,0,0.0,0,13.0
858,0,,0,49.0,0,6.0,239831.0,34,16460,17,1,5545,2,2,,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,49.0,0,6.0,0,45551.0,0,239831.0,1,8.0
859,0,,0,57.0,0,14.0,249251.0,36,14750,13,1,0,0,0,21.0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,57.0,0,14.0,0,75468.0,0,249251.0,0,21.0
860,1,1856.0,0,45.0,2,13.0,0.0,21,8130,3,1,7852,1,10,1.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,45.0,0,13.0,0,21335.0,0,0.0,0,1.0
861,0,,0,47.0,0,11.0,0.0,45,10240,1,3,6128,2,1,16.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,47.0,0,11.0,0,40430.0,0,0.0,0,16.0
862,0,,0,36.0,0,11.0,240848.0,31,14080,1,2,7419,1,3,13.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,36.0,0,11.0,0,78379.0,0,240848.0,0,13.0
863,0,,0,30.0,1,7.0,0.0,5,13180,3,1,0,0,0,6.0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,30.0,0,7.0,1,776.0,0,0.0,0,6.0
864,0,,0,50.0,0,8.0,210026.0,16,32120,14,1,0,0,0,12.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,50.0,0,8.0,0,43379.0,0,210026.0,0,12.0
865,0,,0,53.0,0,,134822.0,57,13130,7,1,0,0,2,17.0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53.0,1,11.0,0,20741.0,0,134822.0,0,17.0
866,0,,0,50.0,0,11.0,0.0,17,14520,4,1,7628,2,7,11.0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50.0,0,11.0,0,80241.0,0,0.0,0,11.0
867,0,,0,50.0,0,9.0,,25,31330,15,1,0,0,0,16.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,50.0,0,9.0,0,76515.0,1,160661.0,0,16.0
868,1,1204.0,0,38.0,1,8.0,0.0,59,25530,7,3,0,0,1,5.0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,38.0,0,8.0,0,97114.0,0,0.0,0,5.0
869,0,,0,41.0,0,11.0,273987.0,19,31930,4,2,0,0,1,21.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,41.0,0,11.0,0,97614.0,0,273987.0,0,21.0
870,0,,0,50.0,0,,441904.0,12,16650,1,4,0,0,0,18.0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,50.0,1,11.0,0,152283.0,0,441904.0,0,18.0
871,0,,0,39.0,2,15.0,246846.0,41,13400,4,1,3207,4,3,7.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,39.0,0,15.0,0,79961.0,0,246846.0,0,7.0
872,1,6480.0,0,37.0,0,0.0,90224.0,29,29330,1,1,9512,2,1,1.0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,37.0,0,0.0,0,0.0,0,90224.0,0,1.0
873,0,,0,46.0,0,,0.0,39,24780,10,2,6781,2,0,9.0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46.0,1,11.0,0,0.0,0,0.0,0,9.0
874,1,5358.0,0,50.0,1,15.0,216739.0,22,10490,6,1,0,0,0,8.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,50.0,0,15.0,0,39861.0,0,216739.0,0,8.0
875,0,,0,54.0,0,14.0,241544.0,48,10540,4,4,0,0,2,10.0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54.0,0,14.0,0,66955.0,0,241544.0,0,10.0
876,0,,0,48.0,0,13.0,168178.0,34,30490,1,3,42332,4,3,11.0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,48.0,0,13.0,0,29626.0,0,168178.0,0,11.0
877,0,,0,47.0,0,4.0,0.0,71,11820,1,2,4960,2,2,7.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,47.0,0,4.0,0,12765.0,0,0.0,0,7.0
878,0,,0,44.0,4,15.0,134937.0,80,24910,6,3,0,0,0,1.0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,44.0,0,15.0,0,27069.0,0,134937.0,0,1.0
879,0,,0,38.0,0,12.0,227011.0,10,10130,1,3,33036,3,7,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.0,0,12.0,0,82078.0,0,227011.0,1,8.0
880,0,,0,35.0,0,8.0,,32,11740,6,2,36720,3,8,11.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35.0,0,8.0,0,84393.0,1,160661.0,0,11.0
881,0,,0,47.0,0,9.0,0.0,50,21220,7,3,8295,2,2,17.0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,47.0,0,9.0,0,107414.0,0,0.0,0,17.0
882,0,,0,53.0,0,7.0,199023.0,43,12280,15,2,5536,2,1,16.0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,53.0,0,7.0,0,54839.0,0,199023.0,0,16.0
883,1,1796.0,0,42.0,2,13.0,263986.0,20,11840,18,2,44414,1,1,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,42.0,0,13.0,0,64766.0,0,263986.0,0,1.0
884,1,1331.0,1,41.0,1,11.0,,30,5620,17,1,7351,2,0,18.0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,41.0,0,11.0,0,65483.0,1,160661.0,0,18.0
885,0,,0,52.0,0,13.0,406183.0,29,6700,11,4,0,0,0,1.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,52.0,0,13.0,0,152004.0,0,406183.0,0,1.0
886,1,1326.0,1,45.0,2,9.0,61630.0,60,19090,4,1,2279,1,0,1.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,45.0,0,9.0,0,683.0,0,61630.0,0,1.0
887,0,,0,42.0,0,11.0,282590.0,40,19580,6,1,0,0,0,17.0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,42.0,0,11.0,0,97054.0,0,282590.0,0,17.0
888,1,2034.0,0,36.0,2,12.0,152463.0,54,5100,1,2,0,0,0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,36.0,0,12.0,0,39400.0,0,152463.0,0,1.0
889,0,,0,40.0,3,,198322.0,44,14610,8,2,0,0,0,7.0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,1,11.0,0,45216.0,0,198322.0,0,7.0
890,0,,0,39.0,1,8.0,207766.0,25,10910,1,1,3233,2,4,21.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,39.0,0,8.0,0,55134.0,0,207766.0,0,21.0
891,1,3348.0,0,37.0,0,12.0,0.0,31,27140,1,1,0,0,1,9.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,37.0,0,12.0,0,42797.0,0,0.0,0,9.0
892,1,1413.0,0,50.0,0,13.0,276150.0,8,6500,11,2,0,0,2,1.0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,0,13.0,0,94589.0,0,276150.0,0,1.0
893,0,,0,60.0,0,16.0,193148.0,28,18490,3,2,0,0,2,9.0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,60.0,0,16.0,0,20139.0,0,193148.0,0,9.0
894,0,,0,47.0,0,10.0,0.0,62,15650,4,2,6527,3,1,9.0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,47.0,0,10.0,0,129926.0,0,0.0,0,9.0
895,0,,0,53.0,0,13.0,351686.0,54,24930,6,1,0,0,0,7.0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,53.0,0,13.0,0,114845.0,0,351686.0,0,7.0
896,0,,0,38.0,1,10.0,185738.0,32,11540,5,2,3481,1,2,6.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,38.0,0,10.0,0,62361.0,0,185738.0,0,6.0
897,0,,0,57.0,0,11.0,401463.0,19,18840,3,1,0,0,1,8.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,57.0,0,11.0,0,173426.0,0,401463.0,0,8.0
898,1,16012.0,2,42.0,2,17.0,169843.0,35,10860,3,2,7497,1,5,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,42.0,0,17.0,0,51608.0,0,169843.0,0,1.0
899,0,,0,42.0,3,16.0,133175.0,5,5800,4,3,8598,2,5,8.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,42.0,0,16.0,1,776.0,0,133175.0,0,8.0
900,0,,1,40.0,1,13.0,238349.0,44,8640,4,1,0,0,0,1.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,40.0,0,13.0,0,71402.0,0,238349.0,0,1.0
901,0,,0,45.0,0,12.0,322926.0,5,11160,1,3,0,0,0,16.0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,45.0,0,12.0,1,78589.0,0,322926.0,0,16.0
902,1,9249.0,0,38.0,0,9.0,223013.0,22,11530,11,2,7003,1,2,9.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,38.0,0,9.0,0,62290.0,0,223013.0,0,9.0
903,0,,1,42.0,4,15.0,0.0,37,6690,11,2,0,0,0,1.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,42.0,0,15.0,0,9950.0,0,0.0,0,1.0
904,0,,0,55.0,1,16.0,265727.0,55,26030,1,1,23719,3,3,12.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,55.0,0,16.0,0,97765.0,0,265727.0,0,12.0
905,0,,0,55.0,0,13.0,162610.0,63,22430,11,3,0,0,2,,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,55.0,0,13.0,0,19694.0,0,162610.0,1,8.0
906,0,,0,54.0,0,7.0,219687.0,10,6900,4,1,0,0,0,1.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,54.0,0,7.0,0,48697.0,0,219687.0,0,1.0
907,0,,0,45.0,1,0.0,101860.0,31,16250,6,3,40086,2,0,9.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,45.0,0,0.0,0,0.0,0,101860.0,0,9.0
908,0,,0,49.0,0,7.0,0.0,24,11490,6,1,0,0,0,8.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,49.0,0,7.0,0,44316.0,0,0.0,0,8.0
909,0,,1,44.0,2,11.0,0.0,55,9830,6,1,0,0,0,9.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,11.0,1,53694.0,0,0.0,0,9.0
910,1,3793.0,0,46.0,0,8.0,175359.0,18,13260,6,1,26321,4,4,10.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,46.0,0,8.0,0,36110.0,0,175359.0,0,10.0
911,0,,0,44.0,0,14.0,119825.0,30,14830,5,2,0,0,2,4.0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,44.0,0,14.0,0,25588.0,0,119825.0,0,4.0
912,1,14834.0,0,49.0,0,13.0,183206.0,31,9260,1,2,39892,3,6,1.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,49.0,0,13.0,0,28592.0,0,183206.0,0,1.0
913,0,,0,44.0,0,4.0,0.0,46,12360,4,1,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44.0,0,4.0,0,64617.0,0,0.0,0,1.0
914,0,,0,37.0,0,11.0,0.0,30,8110,6,1,0,0,3,1.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37.0,0,11.0,0,29058.0,0,0.0,0,1.0
915,0,,0,49.0,0,14.0,209440.0,62,6400,17,2,4324,3,5,5.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,49.0,0,14.0,0,76778.0,0,209440.0,0,5.0
916,0,,0,32.0,3,0.0,0.0,75,4700,6,1,0,0,0,11.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,32.0,0,0.0,0,0.0,0,0.0,0,11.0
917,0,,0,51.0,1,12.0,301485.0,37,12100,6,1,0,0,0,19.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,51.0,0,12.0,0,106036.0,0,301485.0,0,19.0
918,0,,0,41.0,2,11.0,0.0,5,30540,21,1,6257,5,2,14.0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,41.0,0,11.0,0,29936.0,0,0.0,0,14.0
919,0,,0,51.0,1,14.0,212235.0,26,33850,10,2,0,0,3,7.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51.0,0,14.0,0,45174.0,0,212235.0,0,7.0
920,0,,2,43.0,3,14.0,171950.0,62,9820,1,1,0,0,0,,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43.0,0,14.0,0,40158.0,0,171950.0,1,8.0
921,1,3538.0,0,46.0,0,11.0,152064.0,28,10630,1,2,0,0,1,1.0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,46.0,0,11.0,0,45300.0,0,152064.0,0,1.0
922,1,3527.0,0,33.0,1,13.0,222342.0,31,12170,4,3,3055,2,7,8.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,33.0,0,13.0,0,49121.0,0,222342.0,0,8.0
923,0,,0,50.0,0,,0.0,44,26310,1,1,0,0,0,1.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,50.0,1,11.0,0,4583.0,0,0.0,0,1.0
924,0,,0,32.0,2,13.0,229982.0,29,9790,17,2,3176,2,1,13.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,32.0,0,13.0,0,72188.0,0,229982.0,0,13.0
925,1,4696.0,0,50.0,0,12.0,214996.0,53,11300,6,1,2159,1,0,9.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50.0,0,12.0,0,47991.0,0,214996.0,0,9.0
926,0,,0,35.0,0,11.0,0.0,50,20590,1,2,24139,2,5,17.0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,35.0,0,11.0,1,78589.0,0,0.0,0,17.0
927,0,,0,55.0,0,16.0,375117.0,46,24770,4,1,0,0,2,13.0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,55.0,0,16.0,0,138281.0,0,375117.0,0,13.0
928,1,502.0,0,51.0,0,12.0,0.0,43,6600,4,2,0,0,0,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,51.0,0,12.0,0,16052.0,0,0.0,0,1.0
929,0,,0,33.0,3,11.0,0.0,18,4290,10,2,0,0,0,6.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,33.0,0,11.0,0,27939.0,0,0.0,0,6.0
930,0,,0,46.0,0,15.0,230564.0,31,26780,4,1,0,0,1,18.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,46.0,0,15.0,0,45109.0,0,230564.0,0,18.0
931,0,,0,36.0,0,8.0,0.0,46,15020,1,2,0,0,0,4.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36.0,0,8.0,0,6848.0,0,0.0,0,4.0
932,0,,0,40.0,0,11.0,216690.0,28,15600,1,1,47231,3,1,6.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,40.0,0,11.0,0,60157.0,0,216690.0,0,6.0
933,0,,0,52.0,0,13.0,212621.0,13,14670,13,1,0,0,0,11.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,52.0,0,13.0,0,49010.0,0,212621.0,0,11.0
934,1,18084.0,0,49.0,0,7.0,0.0,53,50970,11,2,6364,1,5,14.0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,49.0,0,7.0,0,225083.0,0,0.0,0,14.0
935,0,,0,56.0,0,9.0,0.0,28,10730,6,1,0,0,3,,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,56.0,0,9.0,0,19712.0,0,0.0,1,8.0
936,0,,0,45.0,0,11.0,0.0,13,15350,1,2,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,11.0,0,93480.0,0,0.0,1,8.0
937,0,,0,36.0,1,0.0,,64,13880,1,1,0,0,0,7.0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36.0,0,0.0,0,0.0,1,160661.0,0,7.0
938,1,3548.0,1,54.0,1,7.0,221443.0,34,13320,10,1,7884,5,1,17.0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,54.0,0,7.0,0,64155.0,0,221443.0,0,17.0
939,0,,0,48.0,0,3.0,223217.0,13,16520,1,2,0,0,0,1.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,3.0,0,54239.0,0,223217.0,0,1.0
940,0,,0,53.0,0,12.0,0.0,37,18240,4,1,0,0,0,12.0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,53.0,0,12.0,0,90887.0,0,0.0,0,12.0
941,0,,0,52.0,0,12.0,345102.0,29,18710,11,1,5866,3,1,13.0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,52.0,0,12.0,0,120123.0,0,345102.0,0,13.0
942,0,,0,46.0,0,0.0,0.0,40,28070,1,2,0,0,2,,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,46.0,0,0.0,0,0.0,0,0.0,1,8.0
943,0,,0,44.0,0,0.0,0.0,26,22490,11,2,0,0,1,15.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,44.0,0,0.0,0,0.0,0,0.0,0,15.0
944,0,,0,47.0,0,15.0,181082.0,26,13840,4,2,0,0,0,7.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,47.0,0,15.0,0,44366.0,0,181082.0,0,7.0
945,0,,0,40.0,0,12.0,0.0,42,9530,3,2,0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,40.0,0,12.0,0,37076.0,0,0.0,0,1.0
